Key,Title,Abstract,Relevance
85WBN3ZI,Microplastics in different tissues of wild crabs at three important fishing grounds in China,"Crabs are an indispensable component of the benthic ecosystem and represent a type of seafood that is easily obtained and frequently eaten by humans. However, little is known about microplastic (MP) accumulation in different tissues of crabs in important fishing areas. In this study, the abundances and characteristics of MPs in different tissues of four species of wild crabs (Portunus trituberculatus, Charybdis japonica, Dorippe japonica, and Matuta planipes) were investigated across 9 sites at three important fishing grounds (Haizhou Bay, Lvsi and Yangtze River Estuary fishing grounds) in China. Crabs from all sites were found to contain MPs, with a total detection rate of 89.34%. The MP abundance in crabs from all sites ranged from 2.00 ?? 2.00 to 9.81 ?? 8.08 items/individual and 0.80 ?? 1.09 to 22.71 ?? 24.56 items/g wet weight. The abundance of MPs exponentially increased with decreasing MP size. The MPs were dominated by fibers in terms of shape, black-gray and blue-green in terms of color and cellophane in terms of composition. MPs were found in the gills and guts of the crabs, but not in the muscles. The abundance and size of the MPs in the guts were significantly higher than those in the gills, but there was no significant difference in color or shape. In addition, crab eating patterns have a significant impact on the abundance of MPs in different species. The abundance of MPs in the saprophytic crabs was significantly higher than that in the predatory crabs. MP contamination in crabs is worthy of attention for human health and the stability of marine ecosystems. ?? 2021 Elsevier Ltd",0
J9QPQ7ED,"Comparative life cycle assessment of system solution scenarios for residual municipal solid waste management in NSW, Australia","Life cycle assessment (LCA) is a promising tool to evaluate the environmental impacts of different technologies for sustainable waste management. This study employs LCA to assess environmental impacts of alternative scenarios for residual municipal solid waste (MSW) management in New South Wales (NSW) based on current conditions and policies. Six different scenarios including a baseline scenario (landfilling) were applied for NSW waste management for energy production and their impacts on environment. The initial results showed that the scenario 3 that employed anaerobic digestion for food waste, incineration for combustible waste and plastic waste, and landfilling for non-combustible waste produced electricity of 625 kWh/t, which was maximum compared to the other scenarios. LCA results further suggested that among all scenarios, scenario 5 (similar to scenario 3 except combustible waste was treated through gasification and plastic waste was recycled) has the lowest level of environmental burdens in global warming, freshwater and marine ecotoxicity, and human non-carcinogenic toxicity. The sensitivity analysis for energy conversion rates (23?????30%) for incineration and plastic recycling rate (66?????91.3%) for MSW was further conducted and the results showed that energy conversion rate of 30% makes scenario 3 more valuable for electricity generation and less impactful for ecosystems damage category compared to scenario 5. On the other hand, plastic recycling rate of 91.3% has the lowest environmental burdens and by decreasing recycling rate to 66% the environmental impacts increase; however, it was noticed that reduction in recycling rate does not make any change in the order of scenarios. Overall, the study suggests that each waste type in NSW should be treated with a specific technology to achieve the highest resource recovery and lowest environmental impacts where energy conversion and plastic recycling rates have significant impacts. ?? 2020 Elsevier B.V.",0
CC6XHSPG,Low surface energy self-polishing polymer grafted MWNTs for antibacterial coating and controlled-release property of Cu2O,"Marine biofouling had been a headache when engaging in marine activities. The most effective and convenient method for dealing with this problem was to apply antifouling coatings. But now a single anti-fouling system was hard to satisfy the requirement of anti-fouling simultaneously. Therefore, it was particularly important to develop novel multi-system anti-fouling technology. In the work, a novel polymer coatings with polydimethylsiloxane (PDMS) segments in the main chain and hydrolysable side chain was designed and synthesized which showed low surface energy and self-polishing performance, and then we creatively covalently immobilized the polyurethane on the surface of multi-carbon nanotubes (MWNTs) to form multisystem antifouling coating. The results showed that the polymer coating would produce hydrolysable regions in the hydrophobic PDMS segment to endure the polymer coating hydrophobic and hydrolysis properties when contacted with water. In addition, the self-polishing rate and the surface energy could be regulated by varying its copolymerization, and the addition of MWNTs could kill the microorganisms and endowed the polymer coating itself enhanced antibacterial effect. Furthermore, considering the high specific surface area and physicochemical characteristics of MWNTs, it could be combined with antifoulant Cu2O through a polar or non-polar combination as a carrier to control the release rate of Cu2O in coatings. ?? 2020 Wiley Periodicals LLC.",0
56B3WSTG,Comparative study of three sampling methods for microplastics analysis in seawater,"Microplastics, as an emerging pollutant, are widely spread in the oceans. The sampling method is the most basic and important factor affecting the reported microplastic abundance data. Three sampling methods, most commonly used for microplastic collection, including direct filtration with 0.45 ??m pore size membrane, 20 ??m sieve pre-concentration followed by 0.45 ??m filtration and Manta trawling with a 150 ??m mesh size net were studied. The results showed that there were orders of magnitude difference in abundance of microplastic across the three methods with 0.45 ??m direct filtration yielding 1600.0?????4000.0 items/m3, 20 ??m sieve pre-concentration yielding 10.0?????50.0 items/m3, and 150 ??m trawl net yielding 0.13?????0.24 items/m3. The polymer types of microplastic collected by the three methods were similar, but polymer proportions were different. PES and rayon dominated in the samples collected by direct filtration and sieve pre-concentration. PES and PP accounted for a higher proportion in the trawling samples. The abundance and polymer types of microplastics had a clear correlation between direct filtration and sieve pre-concentration (p &lt; 0.05). More microplastic shapes were found in trawling samples. The average and median sizes of microplastics increased with increasing pore or mesh size. According to the size fraction and standard deviation of microplastic size in different samples of each method, the stability of method decreased with increasing pore or mesh size. The trawling method had a higher sampling efficiency, but its stability was weaker than the other two methods. Our results suggested that an appropriate method should be selected upon actual sampling condition and available tools during the research process to improve the credibility of the results. ?? 2020 Elsevier B.V.",1
6QNQ3T5I,Deep seafloor plastics as the source and sink of organic pollutants in the northern South China Sea,"Large plastic litter (as opposed to microplastics and plastic pellets) could adsorb organic pollutants and thus pose a serious threat to the marine environment. We report high levels of polychlorinated biphenyls (PCBs) and organochlorine pesticides (OCPs) adsorbed to plastic litter sampled from depths of 1800?????3100 m in the Xisha Trough region of the northern South China Sea (NSCS). ???PCBs on plastics ranged from 126.9?????142.1 ng/g, with tri-PCBs accounting for 92?????97% of the total PCB concentrations in all samples. Levels of ???OCPs varied from 4280 to 5351 ng/g (average 4690 ng/g), with a total of 19 compounds detected in the seven samples. While no parent DDT (dichlorodiphenyltrichloroethane) was detected, op?????-DDE (metabolite of DDT) was most abundant, with concentrations ranging from 947.5?????1551.7 ng/g. ???CHLs (heptachlor + heptachlor epoxide A + heptachlor epoxide B + cis-chlordane + trans-chlordane) ranged from 1083.1?????1263.7 ng/g (mean 1153 ng/g) and accounted for 24% of ???OCPs. Various compositional ratios of HCH (hexachlorocyclohexane) and DDT metabolites improved our understanding of the sources and transport pathways of OCPs. The total absence of DDT may be a ?????ghost indicator????? of no recent DDT inputs into the oceans. There could well be inputs of DDT, but only as the degraded metabolites DDE and DDD when they are adsorbed to seafloor plastic litter. A comparison of HCH isomer ratios in seafloor plastics with technical HCH ratios revealed that HCHs were possibly not from early residues but from later inputs. An ecological risk assessment of the contaminants indicated a high risk from ???DDTs, p,p-DDE, and ??-HCH in all the sampled locations. Finally, we propose a descriptive model depicting the movements and transportation of PCBs and OCPs from the ocean surface to seafloor plastics in the NSCS. ?? 2020 Elsevier B.V.",1
FKPQ2AKB,Insight into the characteristics and sorption behaviors of aged polystyrene microplastics through three type of accelerated oxidation processes,"Ageing process can significantly alter the structural properties, environmental behaviors and potential ecotoxicity of microplastics (MPs) in water. In this study, the structural properties of aged polystyrene (PS) MPs being exposed to UV/H2O, UV/H2O2 and UV/Cl2 artificially accelerated oxidation processes and related sorption behaviors of bisphenol A (BPA) on those virgin/aged PS were investigated. The surface oxidation and hydrophilicity of aged PS were significantly increased according to infrared spectroscopy (IR) and water contact angle (CA) measurements. The differential scanning calorimetric (DSC) and gel permeation chromatography (GPC) revealed apparent degradation of aged PS especially in their amorphous domain. Obviously deteriorative BPA sorption capacity on aged PS was observed compared with that of virgin PS. The sorption rates of BPA on aged PS were accelerated and sorption of BPA shifted from partition dominant mechanism on virgin PS to the adsorption dominant mechanism through being fitted with the dual-mode sorption model. Besides, ageing in UV/Cl2 system introduces C?????Cl groups on the surface of PS which strengthen the combination with BPA through halogen bonding interaction. Salt and dissolved organic matters (DOM) in marine water may increase the BPA sorption on aged MPs due to enhanced polar interaction. ?? 2020 Elsevier B.V.",0
SQ5YFXQ3,COVID-19 pandemic repercussions on plastic and antiviral polymeric textile causing pollution on beaches and coasts of South America,"The propagation of the COVID-19 pandemic worldwide has been alarming in the last months. According to recommendations of the World Health Organization (WHO), the use of face masks is essential for slowing down the transmission rate of COVID-19 in human beings. This pandemic has generated a substantial increase in the use, as well as in the production, of face masks and other elements (gloves, face protectors, protective suits, safety shoes) manufactured with polymeric materials, including antiviral textiles most of which will end as microplastic pools. Focusing on South America, the use and mismanagement of this type of personal protective equipment (PPE) represents an environmental problem. Added to this issue are the increase in the use of single-use plastic, and the reduction of plastic recycling due to the curfew generated by the pandemic, further aggravating plastic pollution on coasts and beaches. Recently, researchers have developed antiviral polymeric textile technology composed of Ag and Cu nanoparticles for PPE to reduce the contagion and spread of COVID-19. Antiviral polymeric textile wastes could also have long-term negative repercussions on aquatic environments, as they are an important emerging class of contaminants. For this reason, this work provides reflections and perspectives on how the COVID-19 pandemic can aggravate plastic pollution on beaches and coastal environments, consequently increasing the damage to marine species in the coming years. In addition, the potential impact of the pandemic on waste management systems is discussed here, as well as future research directions to improve integrated coastal management strategies. ?? 2020 Elsevier B.V.",0
TW5V6G8J,Microplastics decrease the toxicity of triphenyl phosphate (TPhP) in the marine medaka (Oryzias melastigma) larvae,"Plastics have been recognized as a serious threat to the environment. Besides their own toxicity, microplastics can interact with other environmental pollutants, acting as carriers and potentially modulating their toxicity. In this study, the toxicity of polystyrene (PS) microplastic fragments (plain PS; carboxylated PS, PS-COOH and aminated PS, PS-NH2) and triphenyl phosphate (TPhP) (an emerging organophosphate flame retardant) at the environmentally relevant concentrations to the marine medaka (Oryzias melastigma) larvae was investigated. Larvae were exposed to 20 ??g/L of microplastic fragments or 20 and 100 ??g/L of TPhP or a combination of both for 7 days. The results showed that the three microplastics did not affect the larval locomotor activity. For TPhP, the larval moving duration and distance moved were significantly decreased by the TPhP exposure, with a maximum decrease of 43.5% and 59.4% respectively. Exposure to 100 ??g/L TPhP respectively down-regulated the expression levels of sine oculis homeobox homologue 3 (six3) and short wavelength-sensitive type 2 (sws2) by 19.1% and 41.7%, suggesting that TPhP might disturb eye development and photoreception and consequently the low locomotor activity in the larvae. Interestingly, during the binary mixture exposure, the presence of PS, PS-COOH or PS-NH2 reversed the low locomotor activity induced by 100 ??g/L TPhP to the normal level. Relative to the larvae from the 100 ??g/L TPhP group, the movement duration and distance moved were increased by approximately 60% and 100%, respectively, in the larvae from the TPhP + PS, TPhP + PS-COOH and TPhP + PS-NH2 groups. However, the gene expression profiles were distinct among the fish from the TPhP + PS, TPhP + PS-COOH and TPhP + PS-NH2 groups, implying different mechanisms underlying the reversal of the locomotor activity. The findings in this study challenge the general view that microplastics aggravate the toxicity of the adsorbed pollutants, and help better understand the environmental risk of microplastic pollution. ?? 2020 Elsevier B.V.",0
3PLVKZIL,Fabrication of bio-based amphiphilic hydrogel coating with excellent antifouling and mechanical properties,"Antifouling coatings are crucial to protect marine facilities and aquacultures from the damage of microorganisms for long-term serves. However, it is still a challenge to fabricate coating with excellent antifouling performance and superior mechanical stability. Here, we report a bio-based amphiphilic hydrogel coating with excellent antifouling and mechanical properties. The coating was achieved by the in-situ formation of hydrophobic and hydrophilic interpenetrating polymer network (IPN). The hydrophobic part from a synthesized silicon-containing epoxy resin contributes to superior mechanical properties including high tensile strength and excellent adhesion of 5B. While the hydrophilic hydrogel part from the cross-linking of a hydrophilic polymer with AgNPs gives excellent antifouling properties, resist to proteins, bacteria, algae, and other marine organisms. The antifouling performance of the coating was evaluated by the attachment of proteins (BSA-FITC), bacteria (Escherichia coli and Bacillus subtilis), and Algae (Navicula torguatum and Phaeodactylum tricornutum). The results show that the bio-based amphiphilic hydrogel coating (e.g. SA-1-5) endows surface with excellent resistance to the fouling of proteins, bacteria and microorganisms. The overall antifouling and mechanical properties of the amphiphilic coating was also evaluated by field test in East China Sea from June 3rd 2020 to July 17th 2020 that the bio-based amphiphilic hydrogel coating was intact and almost no marine organisms attached. This work provides a new strategy for the fabrication of bio-based and high-performance antifouling coatings. ?? 2020 Elsevier B.V.",0
5R3FGNMU,Enriched antibacterial and antifouling performance of organoclay filled hybrid epoxy composites,"Organically changed montmorillonite (OMMT) can significantly enhance the surface property of composite blends. In this present work, for the first time we have reported the enhanced antifouling performance on the substrate, combined with cured epoxy (CE), unsaturated polyester (UP), and organically changed montmorillonite (OMMT) blends. The newly developed CE-UP-OMMT materials were submerged into the real time marine environment with the other samples of glass, plastic, fibre (broadly used in the ship hull), and wood. Since the contact angle is increased, the surface energy is decreased to the epoxy toughened blend incorporated with clay and thus showing enhanced antibacterial and antifouling properties. It provides promising results in 1 and 3 wt% clay incorporated epoxy with 10 wt% UP composite blends which improved antibacterial and antifouling performance during the microbial and macro-fouling activity in the real-time marine environment for around three months. In the future, these blends could be new opportunities for the marine industry. ?? 2020",0
MANE3FW7,Cigarette butts as a microfiber source with a microplastic level of concern,"Microplastic pollution is a growing environmental concern among the scientific community. These small particles (<5 mm) might come from the fragmentation or direct emission of artificial and synthetic polymers. Among them, the microfibers (MF) are one of the most common types of microplastics identified in the environment. On the other hand, the most encountered type of garbage found in clean-up campaigns is the cigarette butts, which contains the smoked filters (SF) and unsmoked rests of tobacco. SFs are hazardous debris but are usually not properly disposed as such, and are composed of >15,000 strands that can be detached as MFs. This study aims to evaluate the detachment rate, the acute aquatic toxicity, and the aquatic-, thermooxidative-, and photo-degradability of the MFs generated from SFs. In this way, it was found that SFs detach approximately 100 small MFs (<0.2 mm) per day. In a rough estimation, about 0.3 million tons of potential MFs might be annually reaching aquatic environments from this source. Concerning the eco-toxicity, a statistically significant difference was found when MFs are present in the leachate generated by the SFs, where the Daphnia magna EC100 and EC50 were of 0.620 SF/L and 0.017 SF/L, respectively. Finally, the degradability of the SFs was evaluated by applying two methods (ATR-FTIR analysis and gravimetry). In both of them, a low degradability rate was observed. Thus, it may be concluded that MFs from SFs constitute an important source of microplastics, which might partially explain the high concentration of artificial polymers that have been found in the deep-sea sediments. Yet, the correct management of the SFs is an unsolved issue that should receive urgent attention. Capsule: This work evaluates the detachment rate, toxicity, and degradability of the microfibers detached from the cigarette butts. ?? 2020 Elsevier B.V.",0
7W624HBD,Microplastic pollution in surface water and sediments in the urban section of the Vistula River (Poland),"The main hypothesis of this study was that the microplastic (MP) concentration would be higher in the city centre. The MP (&lt;5 mm) abundance and distribution in the urbanized section of the Vistula River were examined. Samples were collected from three different sites: 1) the less urbanized part of the city, 2) the area close to the tributary outlet and wastewater treatment plant (WWTP), and 3) the city centre. The abundance of MPs in water ranged from 1.6 to 2.55 items L???1, whereas in the sediments, it varied from 190 to 580 items kg???1. The highest MP concentration was observed in the water collected in the city centre. However, in the case of sediments, the most polluted sample was collected from a sampling point located near the WWTP and tributary outlet. The diversity of the MPs abundance along the river was associated with the hydrological and sedimentological conditions, which was confirmed by the grain size analysis of sediments. The dominant type of MPs in both the water and sediment samples was fibre. The MPs were characterized by Raman spectroscopy as polystyrene (PS), polypropylene (PP), and a variety of other materials with different levels of deterioration. The images obtained by scanning electron microscopy (SEM) showed different disintegration features. Moreover, the SEM analyses revealed the occurrence of adhered particles and diatoms on the surface of MPs. The adsorption of various elements onto the MPs surface and the adhered particles was confirmed by energy-dispersive X-ray spectroscopy. The conducted studies emphasized the significance of the impact of large urban agglomerations, such as the Warsaw metropolitan area, on the concentration of MPs in rivers. Further studies are needed to better assess, for instance, the precise mode through which MPs in urban regions are transported by rivers to the seas. ?? 2020 Elsevier B.V.",0
